,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank
1184,Mean/Mode,1489,MCAR,0.01,V1,downstream_performance_mean,F1_macro,0.697903827932854,0.0,0.696866819048779,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1185,VAE,1489,MCAR,0.01,V1,downstream_performance_mean,F1_macro,0.6986004796514695,0.0,0.697620272010246,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1186,VAE,1489,MCAR,0.1,V1,downstream_performance_mean,F1_macro,0.6930157981196045,0.0,0.6875535290310992,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1187,Random Forest,1489,MCAR,0.1,V1,downstream_performance_mean,F1_macro,0.6921729908778178,0.0,0.6902134161839952,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1188,Mean/Mode,1489,MCAR,0.1,V1,downstream_performance_mean,F1_macro,0.6938597882006899,0.0,0.6911382073394489,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1189,KNN,1489,MCAR,0.1,V1,downstream_performance_mean,F1_macro,0.6921729908778178,0.0,0.6912107977607453,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1190,VAE,1489,MCAR,0.3,V1,downstream_performance_mean,F1_macro,0.6035818072789335,0.0,0.601088306785709,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1191,Mean/Mode,1489,MCAR,0.3,V1,downstream_performance_mean,F1_macro,0.6023480876665235,0.0,0.6060835891115076,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1192,KNN,1489,MCAR,0.3,V1,downstream_performance_mean,F1_macro,0.6545339155789086,0.0,0.6534687968326133,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1193,Random Forest,1489,MCAR,0.3,V1,downstream_performance_mean,F1_macro,0.6586071118198841,0.0,0.655114652898266,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1194,KNN,1489,MCAR,0.5,V1,downstream_performance_mean,F1_macro,0.673366051971359,0.0,0.6755723826009673,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1195,Random Forest,1489,MCAR,0.5,V1,downstream_performance_mean,F1_macro,0.6758088444069918,0.0,0.6848028998330467,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1196,VAE,1489,MCAR,0.5,V1,downstream_performance_mean,F1_macro,0.6885919713470283,0.0,0.6894704180768443,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1197,Mean/Mode,1489,MCAR,0.5,V1,downstream_performance_mean,F1_macro,0.6952123340556428,0.0,0.6923320762434119,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1198,KNN,1489,MNAR,0.01,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1199,VAE,1489,MNAR,0.01,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1200,Mean/Mode,1489,MNAR,0.01,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1201,Random Forest,1489,MNAR,0.01,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1202,KNN,1489,MNAR,0.1,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1203,VAE,1489,MNAR,0.1,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1204,Mean/Mode,1489,MNAR,0.1,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1205,Random Forest,1489,MNAR,0.1,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1206,KNN,1489,MNAR,0.3,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1207,Random Forest,1489,MNAR,0.3,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1208,Mean/Mode,1489,MNAR,0.3,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1209,VAE,1489,MNAR,0.3,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1210,KNN,1489,MNAR,0.5,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6963989503155196,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,4.0
1211,Mean/Mode,1489,MNAR,0.5,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,1.0
1212,Random Forest,1489,MNAR,0.5,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,2.0
1213,VAE,1489,MNAR,0.5,V1,downstream_performance_mean,F1_macro,0.6963989503155196,0.0,0.6966818891700025,4,phoneme,3818.0,1586.0,6.0,5404.0,5.0,1.0,,3.0
1214,KNN,1496,MAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1215,Mean/Mode,1496,MAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1216,Random Forest,1496,MAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1217,VAE,1496,MAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1218,KNN,1496,MAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1219,Mean/Mode,1496,MAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1220,Random Forest,1496,MAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1221,VAE,1496,MAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1222,KNN,1496,MAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1223,Mean/Mode,1496,MAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1224,Random Forest,1496,MAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1225,VAE,1496,MAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1226,KNN,1496,MAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1227,Mean/Mode,1496,MAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1228,Random Forest,1496,MAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1229,VAE,1496,MAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1230,Mean/Mode,1496,MCAR,0.01,V4,downstream_performance_mean,F1_macro,0.7716792761268061,0.0,0.7716792761268061,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1231,KNN,1496,MCAR,0.01,V4,downstream_performance_mean,F1_macro,0.7716792761268061,0.0,0.7716792761268061,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1232,Random Forest,1496,MCAR,0.01,V4,downstream_performance_mean,F1_macro,0.7716792761268061,0.0,0.7716792761268061,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1233,VAE,1496,MCAR,0.01,V4,downstream_performance_mean,F1_macro,0.7716792761268061,0.0,0.7716792761268061,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1234,Mean/Mode,1496,MCAR,0.1,V4,downstream_performance_mean,F1_macro,0.7717419708558669,0.0,0.7724240682513438,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1235,KNN,1496,MCAR,0.1,V4,downstream_performance_mean,F1_macro,0.7717419708558669,0.0,0.7724240682513438,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1236,Random Forest,1496,MCAR,0.1,V4,downstream_performance_mean,F1_macro,0.7724039829302987,0.0,0.772834788168753,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1237,VAE,1496,MCAR,0.1,V4,downstream_performance_mean,F1_macro,0.7717419708558669,0.0,0.7730855682269758,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1238,Random Forest,1496,MCAR,0.3,V4,downstream_performance_mean,F1_macro,0.7683397683397684,0.0,0.7701218854559909,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1239,VAE,1496,MCAR,0.3,V4,downstream_performance_mean,F1_macro,0.7690326767413965,0.0,0.7710794495813668,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1240,KNN,1496,MCAR,0.3,V4,downstream_performance_mean,F1_macro,0.7690326767413965,0.0,0.7714780500178392,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1241,Mean/Mode,1496,MCAR,0.3,V4,downstream_performance_mean,F1_macro,0.7683397683397684,0.0,0.771478614469315,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1242,VAE,1496,MCAR,0.5,V4,downstream_performance_mean,F1_macro,0.769812501486704,0.0,0.7683858019169844,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1243,Mean/Mode,1496,MCAR,0.5,V4,downstream_performance_mean,F1_macro,0.769812501486704,0.0,0.7701943431656555,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1244,KNN,1496,MCAR,0.5,V4,downstream_performance_mean,F1_macro,0.769812501486704,0.0,0.7701943431656555,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1245,Random Forest,1496,MCAR,0.5,V4,downstream_performance_mean,F1_macro,0.769812501486704,0.0,0.7717698463181096,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1246,KNN,1496,MNAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1247,Mean/Mode,1496,MNAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1248,Random Forest,1496,MNAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1249,VAE,1496,MNAR,0.01,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1250,KNN,1496,MNAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1251,Mean/Mode,1496,MNAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1252,Random Forest,1496,MNAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1253,VAE,1496,MNAR,0.1,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1254,KNN,1496,MNAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1255,Mean/Mode,1496,MNAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1256,Random Forest,1496,MNAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1257,VAE,1496,MNAR,0.3,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1258,KNN,1496,MNAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7721415778228882,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,4.0
1259,Mean/Mode,1496,MNAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,1.0
1260,Random Forest,1496,MNAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,2.0
1261,VAE,1496,MNAR,0.5,V4,downstream_performance_mean,F1_macro,0.7723727286709292,0.0,0.7723727286709292,19,ringnorm,3736.0,3664.0,21.0,7400.0,20.0,1.0,,3.0
1262,Mean/Mode,1507,MAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1263,KNN,1507,MAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1264,Random Forest,1507,MAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1265,VAE,1507,MAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1266,Mean/Mode,1507,MAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1267,KNN,1507,MAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1268,Random Forest,1507,MAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1269,VAE,1507,MAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1270,Mean/Mode,1507,MAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1271,KNN,1507,MAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1272,Random Forest,1507,MAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1273,VAE,1507,MAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1274,Mean/Mode,1507,MAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1275,KNN,1507,MAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1276,Random Forest,1507,MAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1277,VAE,1507,MAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1278,Mean/Mode,1507,MCAR,0.01,V5,downstream_performance_mean,F1_macro,0.9803856244724524,0.0,0.9803856244724524,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1279,KNN,1507,MCAR,0.01,V5,downstream_performance_mean,F1_macro,0.9803856244724524,0.0,0.9803856244724524,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1280,Random Forest,1507,MCAR,0.01,V5,downstream_performance_mean,F1_macro,0.9803856244724524,0.0,0.9803856244724524,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1281,VAE,1507,MCAR,0.01,V5,downstream_performance_mean,F1_macro,0.9803856244724524,0.0,0.9806108029890448,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1282,Random Forest,1507,MCAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810594634124048,0.0,0.9799329727258348,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1283,KNN,1507,MCAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810594634124048,0.0,0.980382713803665,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1284,Mean/Mode,1507,MCAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810594634124048,0.0,0.9806084922508176,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1285,VAE,1507,MCAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810594634124048,0.0,0.9808342562979696,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1286,VAE,1507,MCAR,0.3,V5,downstream_performance_mean,F1_macro,0.9803839032833196,0.0,0.9801581942403822,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1287,Random Forest,1507,MCAR,0.3,V5,downstream_performance_mean,F1_macro,0.9803839032833196,0.0,0.9806102292593336,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1288,Mean/Mode,1507,MCAR,0.3,V5,downstream_performance_mean,F1_macro,0.9803839032833196,0.0,0.9810594460177634,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1289,KNN,1507,MCAR,0.3,V5,downstream_performance_mean,F1_macro,0.9803839032833196,0.0,0.9810594460177634,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1290,Mean/Mode,1507,MCAR,0.5,V5,downstream_performance_mean,F1_macro,0.9756560707216732,0.0,0.976555204045686,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1291,KNN,1507,MCAR,0.5,V5,downstream_performance_mean,F1_macro,0.9756560707216732,0.0,0.976555204045686,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1292,VAE,1507,MCAR,0.5,V5,downstream_performance_mean,F1_macro,0.9756560707216732,0.0,0.9776814781749864,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1293,Random Forest,1507,MCAR,0.5,V5,downstream_performance_mean,F1_macro,0.9756560707216732,0.0,0.9799361432049142,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1294,Mean/Mode,1507,MNAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1295,KNN,1507,MNAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1296,Random Forest,1507,MNAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1297,VAE,1507,MNAR,0.01,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1298,Mean/Mode,1507,MNAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1299,KNN,1507,MNAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1300,Random Forest,1507,MNAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1301,VAE,1507,MNAR,0.1,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1302,Mean/Mode,1507,MNAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1303,KNN,1507,MNAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1304,Random Forest,1507,MNAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1305,VAE,1507,MNAR,0.3,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1306,Mean/Mode,1507,MNAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,1.0
1307,KNN,1507,MNAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,2.0
1308,Random Forest,1507,MNAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,3.0
1309,VAE,1507,MNAR,0.5,V5,downstream_performance_mean,F1_macro,0.9810611600222292,0.0,0.9810611600222292,20,twonorm,3703.0,3697.0,21.0,7400.0,20.0,1.0,,4.0
1310,KNN,1526,MAR,0.01,V3,downstream_performance_mean,F1_macro,0.8964262251781041,0.0,0.8964262251781041,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
1311,Mean/Mode,1526,MAR,0.01,V3,downstream_performance_mean,F1_macro,0.8975618095085031,0.0,0.8975618095085031,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,1.0
1312,KNN,1526,MAR,0.1,V3,downstream_performance_mean,F1_macro,0.8964262251781041,0.0,0.8964262251781041,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
1313,Mean/Mode,1526,MAR,0.1,V3,downstream_performance_mean,F1_macro,0.8975618095085031,0.0,0.8975618095085031,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,1.0
1314,KNN,1526,MAR,0.3,V3,downstream_performance_mean,F1_macro,0.8964262251781041,0.0,0.8964262251781041,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
1315,Mean/Mode,1526,MAR,0.3,V3,downstream_performance_mean,F1_macro,0.8975618095085031,0.0,0.8975618095085031,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,1.0
1316,KNN,1526,MAR,0.5,V3,downstream_performance_mean,F1_macro,0.8964262251781041,0.0,0.8964262251781041,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
1317,Mean/Mode,1526,MAR,0.5,V3,downstream_performance_mean,F1_macro,0.8975618095085031,0.0,0.8975618095085031,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,1.0
1318,Mean/Mode,1526,MCAR,0.01,V3,downstream_performance_mean,F1_macro,0.891338736245506,0.0,0.8930642480599614,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,1.0
1319,KNN,1526,MCAR,0.01,V3,downstream_performance_mean,F1_macro,0.891338736245506,0.0,0.8930642480599614,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
1320,KNN,1526,MCAR,0.1,V3,downstream_performance_mean,F1_macro,0.829928005970393,0.0,0.835666075994165,45,wall-robot-navigation,2205.0,328.0,5.0,5456.0,4.0,1.0,4.0,2.0
